interaction_id,sender_id,receiver_id,channel,interaction_date,response_time_hours,sentiment_raw
INT00034588,EMP00123,EMP00820,email,2024-01-11,4.724038188275701,0.0726113301974617
INT00034589,EMP00919,EMP00416,slack,2024-08-17,,0.05893073337600211
INT00034590,EMP00147,EMP00036,email,2024-01-03,5.408649338680357,-0.13144670913566495
INT00034591,EMP00204,EMP00349,email,2024-12-27,7.714571681415329,0.41446291419885295
INT00034592,EMP00553,EMP00559,meeting,2024-07-01,,0.5570614869501351
INT00034593,EMP00224,EMP00215,slack,2024-08-01,,0.30054397213348216
INT00034594,EMP00029,EMP00226,email,2024-05-09,1.177933103744119,0.02601327397535244
INT00034595,EMP00491,EMP00947,slack,2024-12-29,,0.48890884509231014
INT00034596,EMP00409,EMP00480,jira_comment,2024-08-02,,0.6376954309663048
INT00034597,EMP00673,EMP00598,email,2024-09-24,1.6081472168363529,0.07597537008955436
INT00034598,EMP00483,EMP00362,jira_comment,2024-03-29,,0.5769686471740536
INT00034599,EMP00186,EMP00043,slack,2024-11-28,,0.07187459465673071
INT00034600,EMP00440,EMP00365,email,2024-01-28,1.9703826926855688,0.3860116453118616
INT00034601,EMP00851,EMP00814,email,2024-10-15,1.8086583566642964,0.2540444820841664
INT00034602,EMP00799,EMP00844,email,2024-04-16,0.26246840303549934,-0.19134750364770106
INT00034603,EMP00377,EMP00379,meeting,2024-02-26,,0.181852567144003
INT00034604,EMP00324,EMP00420,email,2024-01-15,11.15495524480204,0.2482696053302784
INT00034605,EMP00498,EMP00503,email,2024-08-02,4.197511174212969,-0.13821307780609546
INT00034606,EMP00909,EMP00899,slack,2024-08-07,,0.4315143910520475
INT00034607,EMP00143,EMP00418,meeting,2024-12-10,,-0.1925587543123887
INT00034608,EMP00077,EMP00087,slack,2024-04-22,,0.08810631585976837
INT00034609,EMP00047,EMP00112,jira_comment,2024-01-16,,-0.44638343864083163
INT00034610,EMP00139,EMP00002,jira_comment,2024-10-27,,0.04158598915850311
INT00034611,EMP00699,EMP00726,email,2024-06-05,1.8119540184539988,-0.03899385831740679
INT00034612,EMP00772,EMP00777,email,2024-10-04,7.249093476913611,0.47512483163480657
INT00034613,EMP00987,EMP00942,slack,2024-02-22,,0.22776116172737498
INT00034614,EMP00839,EMP00826,jira_comment,2024-02-05,,0.1796427824844276
INT00034615,EMP00685,EMP00396,email,2024-11-09,2.6743807080723747,-0.0518051231237808
INT00034616,EMP00176,EMP00859,meeting,2024-12-19,,0.419844216523371
INT00034617,EMP00433,EMP00698,meeting,2024-07-30,,0.09942377302278821
INT00034618,EMP00417,EMP00435,slack,2024-07-03,,0.5445885248766982
INT00034619,EMP00794,EMP00889,email,2024-11-07,0.3575316191791358,0.01883900976585494
INT00034620,EMP00399,EMP00456,email,2024-03-05,1.6116953011050852,0.15197199043396414
INT00034621,EMP00296,EMP00286,slack,2024-08-27,,-0.20484182872265763
INT00034622,EMP00025,EMP00009,email,2024-03-07,5.144046133442147,0.30349169332717724
INT00034623,EMP00614,EMP00426,slack,2024-03-10,,0.31015379459993964
INT00034624,EMP00328,EMP00307,meeting,2024-03-17,,0.05583889564936216
INT00034625,EMP00580,EMP00290,email,2024-05-18,3.6807134758556526,0.3124993597721908
INT00034626,EMP00195,EMP00197,jira_comment,2024-01-07,,0.30462316156169733
INT00034627,EMP00026,EMP00641,email,2024-08-13,4.436842559027381,-0.06824199429382471
INT00034628,EMP00027,EMP00096,email,2024-07-10,5.2968201726701425,-0.14803693065790485
INT00034629,EMP00141,EMP00008,slack,2024-10-27,,0.274126876922245
INT00034630,EMP00037,EMP00190,meeting,2024-05-05,,0.27480315594392835
INT00034631,EMP00116,EMP00041,jira_comment,2024-06-08,,0.42057706314322985
INT00034632,EMP00207,EMP00254,slack,2024-12-16,,-0.09374847558132657
INT00034633,EMP00736,EMP00729,email,2024-12-20,2.549472933309732,0.49233902942892027
INT00034634,EMP00013,EMP00859,meeting,2024-08-07,,0.2821022176144622
INT00034635,EMP00213,EMP00895,email,2024-04-21,0.507412192759403,0.21195263638279233
INT00034636,EMP00321,EMP00269,jira_comment,2024-03-24,,0.45538414668098204
INT00034637,EMP00837,EMP00795,email,2024-07-31,8.993385816337007,0.20098828157323878
INT00034638,EMP00686,EMP00600,slack,2024-02-25,,-0.15659191514320384
INT00034639,EMP00967,EMP00981,slack,2024-03-02,,0.14157593971285687
INT00034640,EMP00512,EMP00972,email,2024-08-07,0.11565573467584774,0.2867912340564037
INT00034641,EMP00987,EMP00993,slack,2024-06-20,,-0.11895879285678226
INT00034642,EMP00820,EMP00816,slack,2024-07-07,,-0.2844762150636573
INT00034643,EMP00870,EMP00910,email,2024-06-14,11.14857173487607,0.324301486813197
INT00034644,EMP00487,EMP00382,jira_comment,2024-11-28,,0.7038053578079507
INT00034645,EMP00388,EMP00422,slack,2024-08-01,,-0.4547616288905457
INT00034646,EMP00407,EMP00706,email,2024-05-30,4.429378877639387,-0.13608486688646393
INT00034647,EMP00559,EMP00568,meeting,2024-07-22,,-0.36564561702083775
INT00034648,EMP00476,EMP00440,meeting,2024-03-16,,0.3907878051521637
INT00034649,EMP00574,EMP00588,slack,2024-03-18,,-0.5112934043845544
INT00034650,EMP00078,EMP00705,email,2024-08-04,9.34608321758445,0.4722541418160934
INT00034651,EMP00351,EMP00349,email,2024-07-09,2.238781975445212,-0.08252836672658065
INT00034652,EMP00191,EMP00177,jira_comment,2024-04-30,,-0.18753638835414035
INT00034653,EMP00914,EMP00081,slack,2024-07-05,,-0.11041080866901404
INT00034654,EMP00159,EMP00250,email,2024-06-16,28.43689212421081,0.33845111623513957
INT00034655,EMP00875,EMP00915,slack,2024-11-21,,-0.142363870858726
INT00034656,EMP00386,EMP00372,email,2024-03-13,11.206337626217586,0.3930037256705159
INT00034657,EMP00435,EMP00518,jira_comment,2024-05-03,,0.30891273047068446
INT00034658,EMP00135,EMP00496,slack,2024-01-11,,0.5671507360676321
INT00034659,EMP00683,EMP00612,email,2024-01-27,7.923069929373007,-0.5887880604300054
INT00034660,EMP00561,EMP00453,meeting,2024-02-19,,-0.2690022971183429
INT00034661,EMP00690,EMP00634,slack,2024-07-25,,0.2266005805753793
INT00034662,EMP00105,EMP00181,slack,2024-09-22,,0.0867344973784342
INT00034663,EMP00714,EMP00708,meeting,2024-01-30,,-0.044066294484905816
INT00034664,EMP00315,EMP00337,slack,2024-04-30,,0.4447347321714381
INT00034665,EMP00510,EMP00526,email,2024-07-30,0.4183170940185435,0.03538642299387505
INT00034666,EMP00920,EMP00914,slack,2024-12-17,,-0.11215505758894961
INT00034667,EMP00997,EMP00972,meeting,2024-01-08,,0.10367101143843642
INT00034668,EMP00181,EMP00012,email,2024-07-02,13.983723170326863,0.2402685930611712
INT00034669,EMP00134,EMP00681,slack,2024-10-16,,-0.2767527964234494
INT00034670,EMP00845,EMP00790,jira_comment,2024-07-10,,0.08799759111075914
INT00034671,EMP00733,EMP00732,slack,2024-02-13,,-0.026673808752653544
INT00034672,EMP00355,EMP00385,jira_comment,2024-09-10,,-0.2603636970740565
INT00034673,EMP00246,EMP00250,slack,2024-06-18,,0.37573834808641116
INT00034674,EMP00562,EMP00149,email,2024-01-10,0.8375238870861177,0.19358062626254718
INT00034675,EMP00709,EMP00706,email,2024-10-16,4.271696720689798,0.0846661393268878
INT00034676,EMP00933,EMP00965,slack,2024-12-06,,-0.31354167290594726
INT00034677,EMP00947,EMP00991,slack,2024-04-09,,-0.15177907518541248
INT00034678,EMP00059,EMP00531,slack,2024-05-06,,0.2513198260759859
INT00034679,EMP00168,EMP00047,email,2024-08-03,14.971559289664084,0.08233197530511996
INT00034680,EMP00878,EMP00867,jira_comment,2024-10-24,,0.1582099004681327
INT00034681,EMP00476,EMP00422,meeting,2024-07-25,,0.23528035574864117
INT00034682,EMP00706,EMP00972,jira_comment,2024-12-26,,-0.1529492891018591
INT00034683,EMP00252,EMP00254,slack,2024-10-23,,-0.1805785515659686
INT00034684,EMP00896,EMP00924,jira_comment,2024-06-24,,0.3948275715615993
INT00034685,EMP00703,EMP00712,email,2024-05-03,3.9773524894769623,-0.12361663419255486
INT00034686,EMP00485,EMP00533,email,2024-02-02,4.5197342201379875,-0.003764753038735913
INT00034687,EMP00664,EMP00636,slack,2024-07-11,,-0.19503766361584726
INT00034688,EMP00854,EMP00824,slack,2024-01-12,,-0.12461154578202333
INT00034689,EMP00341,EMP00323,slack,2024-02-27,,-0.29639199809470285
INT00034690,EMP00262,EMP00300,slack,2024-11-10,,-0.19751157632372598
INT00034691,EMP00761,EMP00770,email,2024-03-18,0.8623121361864023,0.5317444057718151
INT00034692,EMP00883,EMP00903,email,2024-03-04,3.892947301927161,-0.049210164701944364
INT00034693,EMP00914,EMP00621,jira_comment,2024-12-08,,0.1853106827910886
INT00034694,EMP00913,EMP00712,email,2024-07-18,1.188340631350647,-0.22595935401968784
INT00034695,EMP00234,EMP00237,slack,2024-11-25,,0.1855517276208392
INT00034696,EMP00802,EMP00777,email,2024-06-16,3.868771435648863,-0.18890570660877357
INT00034697,EMP00012,EMP00165,jira_comment,2024-07-16,,0.0007575515283423789
INT00034698,EMP00853,EMP00784,email,2024-03-03,0.6538717279693099,-0.26742093129352706
INT00034699,EMP00311,EMP00791,slack,2024-02-14,,0.12169482890007241
INT00034700,EMP00396,EMP00431,email,2024-01-01,0.5294188160376276,-0.1887218872375794
INT00034701,EMP00115,EMP00584,slack,2024-04-20,,-0.011258216144407876
INT00034702,EMP00803,EMP00808,meeting,2024-04-14,,-0.08135806973073365
INT00034703,EMP00670,EMP00634,slack,2024-03-18,,0.2407723326082734
INT00034704,EMP00249,EMP00255,jira_comment,2024-04-17,,-0.10249581607869393
INT00034705,EMP00528,EMP00546,slack,2024-03-07,,0.44073084634433923
INT00034706,EMP00052,EMP00169,slack,2024-04-08,,-0.6144958691386863
INT00034707,EMP00028,EMP00062,jira_comment,2024-11-17,,0.44418593235464476
INT00034708,EMP00176,EMP00042,email,2024-09-02,2.2446597259817866,0.04528429177145333
INT00034709,EMP00336,EMP00791,slack,2024-02-01,,0.05240250566820031
INT00034710,EMP00253,EMP00235,jira_comment,2024-04-14,,0.5188326503029947
INT00034711,EMP00321,EMP00837,email,2024-07-26,1.6257911095337654,0.3020413723381592
INT00034712,EMP00761,EMP00777,email,2024-12-03,2.666063759094838,0.37341001434053434
INT00034713,EMP00005,EMP00198,slack,2024-05-14,,0.3444843850255058
INT00034714,EMP00796,EMP00807,slack,2024-07-20,,-0.22257079738431187
INT00034715,EMP00625,EMP00737,email,2024-12-25,3.3860770611583764,0.1389604798786098
INT00034716,EMP00497,EMP00549,slack,2024-03-02,,0.18224641652898205
INT00034717,EMP00305,EMP00263,slack,2024-04-14,,-0.20775998941162624
INT00034718,EMP00700,EMP00704,email,2024-10-30,1.495809541138883,0.12251089051222401
INT00034719,EMP00472,EMP00456,meeting,2024-12-03,,-0.0726920271207307
INT00034720,EMP00527,EMP00805,slack,2024-08-14,,0.06786846067383137
INT00034721,EMP00547,EMP00464,slack,2024-06-17,,0.3192520626353467
INT00034722,EMP00207,EMP00748,meeting,2024-10-03,,-0.19123759915740338
INT00034723,EMP00339,EMP00291,slack,2024-07-26,,0.05707421587527483
INT00034724,EMP00744,EMP00748,slack,2024-12-18,,-0.11728312636333296
INT00034725,EMP00448,EMP00481,email,2024-10-15,1.8842843377270366,0.24011055828740185
INT00034726,EMP00936,EMP00866,jira_comment,2024-07-16,,-0.041236986040918966
INT00034727,EMP00915,EMP00922,email,2024-02-18,1.804556372887329,0.3615900341804912
INT00034728,EMP00916,EMP00881,slack,2024-06-02,,-0.16025987056896393
INT00034729,EMP00449,EMP00414,slack,2024-07-10,,0.14869481043363514
INT00034730,EMP00298,EMP00328,slack,2024-02-25,,-0.025876145023846664
INT00034731,EMP00498,EMP00703,jira_comment,2024-10-05,,0.05976423521290814
INT00034732,EMP00037,EMP00056,meeting,2024-07-22,,-0.17034839205937027
INT00034733,EMP00419,EMP00287,meeting,2024-05-28,,-0.31662255373716086
INT00034734,EMP00953,EMP00406,email,2024-01-08,4.7952112697396245,0.17035967689040343
INT00034735,EMP00349,EMP00344,email,2024-06-19,6.797056659080349,-0.26325554145541874
INT00034736,EMP00819,EMP00629,email,2024-05-31,1.123689654899708,0.1793788508792415
INT00034737,EMP00799,EMP00306,email,2024-09-11,2.418244967743205,0.43791599239430623
INT00034738,EMP00823,EMP00064,slack,2024-02-10,,0.5463587760276778
INT00034739,EMP00044,EMP00180,meeting,2024-05-14,,0.32730600134319765
INT00034740,EMP00076,EMP00029,slack,2024-09-22,,0.24328366250725683
INT00034741,EMP00492,EMP00505,email,2024-09-30,7.775941904369903,0.17419531697896257
INT00034742,EMP00038,EMP00709,jira_comment,2024-06-25,,0.6704919251733865
INT00034743,EMP00311,EMP00106,slack,2024-06-07,,0.25976502336898283
INT00034744,EMP00955,EMP00937,slack,2024-07-16,,0.1580963576785405
INT00034745,EMP00319,EMP00857,email,2024-12-23,5.383848798190625,0.40098748748274826
INT00034746,EMP00802,EMP00840,jira_comment,2024-04-17,,-0.36329006103885264
INT00034747,EMP00745,EMP00715,slack,2024-02-18,,-0.2546008662223739
INT00034748,EMP00331,EMP00288,slack,2024-01-25,,-0.005198871953641437
INT00034749,EMP00021,EMP00167,meeting,2024-07-27,,0.2327919691659136
INT00034750,EMP00684,EMP00687,email,2024-02-09,2.4747010109334675,0.26477759548886604
INT00034751,EMP00683,EMP00303,slack,2024-08-08,,0.39672852925382396
INT00034752,EMP00844,EMP00806,meeting,2024-02-29,,0.3713876288805653
INT00034753,EMP00007,EMP00011,slack,2024-05-30,,0.27028916437192624
INT00034754,EMP00311,EMP00849,slack,2024-10-06,,0.5299991741072174
INT00034755,EMP00198,EMP00127,email,2024-02-22,5.5141313746651175,-0.1767990296100537
INT00034756,EMP00682,EMP00600,slack,2024-09-28,,0.2523693735425394
INT00034757,EMP00869,EMP00709,jira_comment,2024-11-21,,-0.07838633597914924
INT00034758,EMP00095,EMP00272,jira_comment,2024-09-17,,0.15223362614752312
INT00034759,EMP00108,EMP00059,jira_comment,2024-02-09,,0.30059447494544855
INT00034760,EMP00888,EMP00880,slack,2024-01-23,,0.4488068146183234
INT00034761,EMP00933,EMP00945,slack,2024-09-15,,0.20026505117533297
INT00034762,EMP00231,EMP00215,email,2024-03-23,0.9422704843785978,-0.032656417581319486
INT00034763,EMP00414,EMP00475,slack,2024-07-24,,-0.2157847602734896
INT00034764,EMP00823,EMP00800,jira_comment,2024-04-27,,0.13152165920473227
INT00034765,EMP00077,EMP00107,slack,2024-06-14,,0.17506284518749057
INT00034766,EMP00749,EMP00710,slack,2024-01-05,,-0.052917278863106154
INT00034767,EMP00013,EMP00085,slack,2024-09-22,,0.05799438485435989
INT00034768,EMP00692,EMP00694,email,2024-07-28,5.005968823564203,-0.018371888050957574
INT00034769,EMP00128,EMP00196,email,2024-09-29,6.382941064662253,0.28944116441607237
INT00034770,EMP00791,EMP00245,slack,2024-03-16,,0.45966146548206566
INT00034771,EMP00775,EMP00761,slack,2024-03-05,,0.30228197635937504
INT00034772,EMP00811,EMP00810,email,2024-12-27,4.323091384484095,-0.004610265225674495
INT00034773,EMP00442,EMP00469,email,2024-09-10,2.355412817901655,0.2650234666384718
INT00034774,EMP00308,EMP00734,jira_comment,2024-03-06,,-0.07831830479860885
INT00034775,EMP00600,EMP00626,email,2024-10-18,0.6118125950874166,0.16851423565062607
INT00034776,EMP00547,EMP00106,jira_comment,2024-02-06,,0.21968007174835885
INT00034777,EMP00740,EMP00692,slack,2024-04-03,,-0.04650979755511053
INT00034778,EMP00927,EMP00873,email,2024-04-23,8.03934036434482,0.5639113525652732
INT00034779,EMP00943,EMP00982,email,2024-10-14,0.20822235461876343,0.13524376088925297
INT00034780,EMP00857,EMP00794,jira_comment,2024-02-24,,0.13631882944701382
INT00034781,EMP00160,EMP00191,slack,2024-03-11,,-0.5022300234595335
INT00034782,EMP00234,EMP00260,email,2024-10-19,2.418852401239047,0.08817275361922247
INT00034783,EMP00293,EMP00310,email,2024-04-10,0.45299618148243637,0.5421778213156738
INT00034784,EMP00087,EMP00460,jira_comment,2024-10-21,,-0.06111720096640805
INT00034785,EMP00846,EMP00788,meeting,2024-02-22,,-0.08138344351700555
INT00034786,EMP00723,EMP00710,slack,2024-11-20,,0.03158363841139342
INT00034787,EMP00838,EMP00702,slack,2024-05-17,,-0.04768364584447396
INT00034788,EMP00752,EMP00762,jira_comment,2024-08-21,,0.5225936527952949
INT00034789,EMP00636,EMP00669,jira_comment,2024-05-03,,-0.15688327541218414
INT00034790,EMP00520,EMP00511,slack,2024-10-01,,-0.24729590421515005
INT00034791,EMP00938,EMP00077,email,2024-12-02,8.52784533467682,0.11155304020579294
INT00034792,EMP00647,EMP00607,slack,2024-02-26,,-0.17757375737667527
INT00034793,EMP00749,EMP00210,slack,2024-11-22,,-0.31242782934031066
INT00034794,EMP00782,EMP00795,meeting,2024-01-26,,0.46617366463107013
INT00034795,EMP00489,EMP00469,slack,2024-10-27,,-0.1804709639181771
INT00034796,EMP00283,EMP00311,jira_comment,2024-09-03,,-0.0608648553909234
INT00034797,EMP00751,EMP00470,slack,2024-07-07,,0.11872056314685073
INT00034798,EMP00564,EMP00049,email,2024-01-22,2.0276059645534126,-0.3733909579135566
INT00034799,EMP00825,EMP00803,meeting,2024-03-10,,-0.07058617430047984
INT00034800,EMP00530,EMP00714,email,2024-12-28,0.525848431902855,-0.04917568767711447
INT00034801,EMP00942,EMP00961,slack,2024-05-28,,-0.11957931491186546
INT00034802,EMP00911,EMP00921,meeting,2024-05-10,,-0.2940145403888633
INT00034803,EMP00709,EMP00720,email,2024-09-21,0.9190877984989884,0.24726306086827327
INT00034804,EMP00176,EMP00032,slack,2024-03-18,,-0.12085417719875186
INT00034805,EMP00380,EMP00433,email,2024-01-29,1.8398662985607839,0.0024502031511936806
INT00034806,EMP00269,EMP00306,email,2024-06-20,0.3382681082584305,0.410399066743637
INT00034807,EMP00568,EMP00572,slack,2024-03-27,,0.1829674937857292
INT00034808,EMP00566,EMP00525,jira_comment,2024-11-24,,-0.15970570285767813
INT00034809,EMP00037,EMP00152,slack,2024-11-14,,-0.20239000418491818
INT00034810,EMP00174,EMP00198,email,2024-05-25,1.9306479788789266,-0.016337101525654735
INT00034811,EMP00327,EMP00306,jira_comment,2024-02-07,,-0.07067634396473843
INT00034812,EMP00301,EMP00272,meeting,2024-01-02,,0.17198707503124755
INT00034813,EMP00929,EMP00877,slack,2024-01-04,,0.5993105246553131
INT00034814,EMP00485,EMP00424,slack,2024-06-09,,-0.5910583210396729
INT00034815,EMP00420,EMP00144,email,2024-02-02,5.520681333575259,-0.13860040092454914
INT00034816,EMP00728,EMP00509,email,2024-01-01,0.3356028913587561,0.23495491430799614
INT00034817,EMP00023,EMP00107,email,2024-10-14,0.10169809340779887,0.31739816296938295
INT00034818,EMP00540,EMP00528,jira_comment,2024-09-26,,-0.1345210634447186
INT00034819,EMP00306,EMP00274,email,2024-10-30,0.09885914067341617,-0.2720372821404178
INT00034820,EMP00172,EMP00089,slack,2024-12-07,,1.1431420822525382
INT00034821,EMP00498,EMP00512,email,2024-11-24,1.7844573635054264,0.28139861694050333
INT00034822,EMP00237,EMP00233,meeting,2024-03-13,,-0.21246972355941354
INT00034823,EMP00444,EMP00427,slack,2024-09-24,,-0.10306386043055754
INT00034824,EMP00555,EMP00575,email,2024-09-20,2.8196649804114604,-0.08278816788840615
INT00034825,EMP00254,EMP00148,email,2024-03-22,8.980111702584864,0.4641806476669865
INT00034826,EMP00424,EMP00462,jira_comment,2024-05-09,,0.36831100728398525
INT00034827,EMP00683,EMP00254,email,2024-02-06,15.98591911644555,-0.2627393349417212
INT00034828,EMP00965,EMP00995,email,2024-10-12,4.893492325331019,0.26687025362579014
INT00034829,EMP00701,EMP00717,meeting,2024-05-03,,0.13190096632690607
INT00034830,EMP00434,EMP00436,email,2024-02-06,2.337844395288337,0.3269144136679632
INT00034831,EMP00182,EMP00184,email,2024-04-12,7.532585055033451,0.14663311594904196
INT00034832,EMP00888,EMP00930,email,2024-08-06,8.53090632538438,0.24010523213201657
INT00034833,EMP00396,EMP00364,email,2024-11-30,2.5686796060337307,0.25756720715954967
INT00034834,EMP00081,EMP00018,slack,2024-04-02,,0.09214107266989115
INT00034835,EMP00009,EMP00008,slack,2024-12-25,,-0.1703049592729626
INT00034836,EMP00388,EMP00442,meeting,2024-10-07,,0.7316556535607949
INT00034837,EMP00391,EMP00404,email,2024-07-13,0.5270642965269348,0.18179973373117359
INT00034838,EMP00892,EMP00912,slack,2024-05-28,,0.22150629120717732
INT00034839,EMP00577,EMP00561,meeting,2024-02-29,,-0.28263936125809686
INT00034840,EMP00424,EMP00438,email,2024-05-07,2.232428249643222,0.20125316425173206
INT00034841,EMP00979,EMP00936,email,2024-03-07,5.62359764404343,0.05948828628764226
INT00034842,EMP00274,EMP00710,email,2024-06-12,1.1499441194613107,0.14938988174246154
INT00034843,EMP00861,EMP00896,email,2024-02-08,2.4633887277164797,0.08919863953523745
INT00034844,EMP00908,EMP00327,slack,2024-10-24,,0.3464498253579089
INT00034845,EMP00758,EMP00779,email,2024-11-13,17.01245150650489,0.291122340666387
INT00034846,EMP00743,EMP00745,email,2024-02-24,2.256876698480578,0.67752715511678
INT00034847,EMP00053,EMP00170,email,2024-09-25,11.14658291594977,0.22348486472284312
INT00034848,EMP00880,EMP00805,email,2024-06-10,4.134009132725412,0.08940231965901159
INT00034849,EMP00401,EMP00363,email,2024-08-09,2.07068099750561,0.028235836816756454
INT00034850,EMP00567,EMP00557,jira_comment,2024-11-23,,-0.07905061877021696
INT00034851,EMP00619,EMP00604,slack,2024-03-23,,-0.24466991249817746
INT00034852,EMP00729,EMP00712,jira_comment,2024-02-28,,0.2699482276841554
INT00034853,EMP00521,EMP00518,jira_comment,2024-02-19,,-0.09045163986956889
INT00034854,EMP00635,EMP00612,meeting,2024-02-21,,0.12791590401486422
INT00034855,EMP00032,EMP00035,meeting,2024-07-17,,0.4417573700242833
INT00034856,EMP00307,EMP00085,slack,2024-09-13,,0.3356488439609193
INT00034857,EMP00212,EMP00234,email,2024-08-19,3.229199780094563,0.05180045974602651
INT00034858,EMP00922,EMP00450,jira_comment,2024-02-19,,-0.7041146358427317
INT00034859,EMP00409,EMP00099,email,2024-01-23,2.1120979066634655,0.41970145058754915
INT00034860,EMP00840,EMP00848,jira_comment,2024-10-23,,0.3534381159850811
INT00034861,EMP00572,EMP00544,email,2024-09-16,6.208400221697661,0.02342335599305892
INT00034862,EMP00665,EMP00636,slack,2024-12-12,,0.09429773947295521
INT00034863,EMP00200,EMP00149,jira_comment,2024-04-29,,-0.037662331565145646
INT00034864,EMP00971,EMP00997,email,2024-03-10,13.502395961009233,0.11186011349126172
INT00034865,EMP00909,EMP00200,jira_comment,2024-01-20,,0.3713479434150746
INT00034866,EMP00989,EMP00975,email,2024-12-08,1.970218444554711,0.07450885074750987
INT00034867,EMP00376,EMP00365,email,2024-08-03,6.543263406162505,0.12544278681166907
INT00034868,EMP00179,EMP00139,email,2024-05-19,0.9932083987630004,-0.3564612063254511
INT00034869,EMP00001,EMP00126,slack,2024-01-03,,0.027290498322756387
INT00034870,EMP00913,EMP00900,slack,2024-05-25,,-0.3819988697599639
INT00034871,EMP00147,EMP00176,email,2024-10-03,13.14772812788166,-0.12107747451811518
INT00034872,EMP00867,EMP00897,slack,2024-12-19,,0.1441652625915511
INT00034873,EMP00967,EMP00953,email,2024-02-04,6.079868718833881,-0.4081524380015653
INT00034874,EMP00173,EMP00076,slack,2024-06-13,,-0.21812593299282293
INT00034875,EMP00754,EMP00778,meeting,2024-01-02,,-0.006070211082020077
INT00034876,EMP00964,EMP00762,email,2024-07-28,0.4483412445712408,0.3022899578369224
INT00034877,EMP00524,EMP00520,email,2024-02-01,4.553049989543223,-0.16186659735322315
INT00034878,EMP00670,EMP00676,slack,2024-06-27,,0.05743876198845526
INT00034879,EMP00492,EMP00498,slack,2024-09-07,,0.05619592722504487
INT00034880,EMP00264,EMP00290,email,2024-06-06,2.6526708714117677,0.14512831459746317
INT00034881,EMP00387,EMP00348,email,2024-07-26,0.3371733746121057,0.04374277738776756
INT00034882,EMP00760,EMP00762,meeting,2024-01-11,,0.2959479016201909
INT00034883,EMP00697,EMP00764,meeting,2024-08-05,,0.142847716314698
INT00034884,EMP00092,EMP00119,email,2024-11-07,0.7392379778104369,-0.4272546402090551
INT00034885,EMP00460,EMP00489,email,2024-03-23,4.9550304165971735,-0.04218219753102109
INT00034886,EMP00283,EMP00306,email,2024-04-11,3.654165185308595,-0.07435737125558425
INT00034887,EMP00539,EMP00533,email,2024-02-06,7.0235254273375025,0.008547325626124133
INT00034888,EMP00287,EMP00304,email,2024-03-21,2.646307537460722,0.25470087247973
INT00034889,EMP00337,EMP00285,email,2024-07-03,1.3119272395561257,0.2890286099318518
INT00034890,EMP00075,EMP00116,slack,2024-03-06,,0.678751716474289
INT00034891,EMP00164,EMP00121,email,2024-03-06,4.91239631698151,0.226533065576587
INT00034892,EMP00507,EMP00541,email,2024-06-08,2.07500367217356,0.32923273449494084
INT00034893,EMP00596,EMP00088,email,2024-06-01,2.841519413209876,-0.12040354425076047
INT00034894,EMP00471,EMP00777,meeting,2024-12-21,,0.6292437783949534
INT00034895,EMP00891,EMP00236,email,2024-12-18,2.122567490367186,0.19962388999882208
INT00034896,EMP00409,EMP00066,slack,2024-09-07,,0.30085334235161043
INT00034897,EMP00949,EMP00948,slack,2024-06-29,,-0.4367995061354799
INT00034898,EMP00247,EMP00059,slack,2024-10-01,,0.07521127705924018
INT00034899,EMP00826,EMP00832,slack,2024-10-10,,0.3530645853240103
INT00034900,EMP00629,EMP00611,slack,2024-11-20,,0.4724137360026923
INT00034901,EMP00498,EMP00516,meeting,2024-04-11,,0.3702653709361724
INT00034902,EMP00333,EMP00296,slack,2024-07-10,,0.22285381672905394
INT00034903,EMP00176,EMP00657,email,2024-09-24,10.889027500928904,0.3718683239174879
INT00034904,EMP00207,EMP00685,email,2024-07-19,3.094280139953438,0.902139417021679
INT00034905,EMP00529,EMP00519,meeting,2024-12-26,,0.30783290343528613
INT00034906,EMP00887,EMP00916,jira_comment,2024-02-02,,0.6370346075083269
INT00034907,EMP00033,EMP00320,email,2024-01-23,0.5597807616829068,0.17016784199114576
INT00034908,EMP00379,EMP00461,jira_comment,2024-12-25,,-0.35563390108597337
INT00034909,EMP00741,EMP00102,email,2024-11-23,2.0678941517035354,-0.1699701493664885
INT00034910,EMP00866,EMP00039,slack,2024-07-03,,0.13668846675254281
INT00034911,EMP00367,EMP00416,slack,2024-09-04,,0.1968621499106426
INT00034912,EMP00450,EMP00483,meeting,2024-01-01,,0.37696034591164684
INT00034913,EMP00930,EMP00874,slack,2024-01-06,,0.22577017005991226
INT00034914,EMP00115,EMP00164,meeting,2024-03-27,,-0.06466742907353168
INT00034915,EMP00218,EMP00295,jira_comment,2024-02-28,,0.02817290820567743
INT00034916,EMP00934,EMP00071,email,2024-04-08,1.0868659510335053,-0.007357753047088203
INT00034917,EMP00460,EMP00051,email,2024-12-19,17.0520977278795,0.5335075088312146
INT00034918,EMP00900,EMP00698,slack,2024-12-24,,0.15058073277293696
INT00034919,EMP00835,EMP00795,email,2024-02-14,2.6929084519009603,-0.35459729247881533
INT00034920,EMP00311,EMP00279,slack,2024-12-22,,0.21057556505252606
INT00034921,EMP00942,EMP00959,email,2024-02-23,0.05575485491051774,0.32888667980749176
INT00034922,EMP00282,EMP00284,slack,2024-11-28,,0.49600904198940565
INT00034923,EMP00540,EMP00518,email,2024-12-24,4.01112928651776,0.702043929809819
INT00034924,EMP00304,EMP00592,email,2024-05-01,1.6111364657553107,0.17995676623086848
