employee_id,department,job_level,tenure_years,monthly_salary,engagement_score,age,gender,education,salary_vs_dept_avg,latest_rating,avg_rating,rating_trend,avg_sentiment,pct_negative_review,absent_rate,avg_hours_worked,no_show_count,absence_worsening,influence_score,in_degree_weighted_norm,betweenness_norm,network_role,is_isolated,avg_completion_rate,n_trainings_completed,avg_assessment_score
EMP00781,Customer Success,3,3.65,18026166,3.0,34,L,S1,1.4021510322165083,3,3.0,-3.14018491736755e-16,0.0,0.0,0.03435114503816794,7.767557251908396,1,-0.04638694638694639,0.0092,0.0,0.0,Information Broker,1,0.6499999999999999,0,88.55000000000001
EMP00782,Customer Success,1,3.01,9611628,2.8,25,L,S1,0.7476328644416729,4,4.0,-3.14018491736755e-16,-0.16515000000000002,1.0,0.061068702290076333,7.176335877862596,1,0.029603729603729603,0.0392,0.1304347826086956,0.0,Information Broker,1,0.63,0,88.0
EMP00783,Customer Success,1,2.62,8831297,3.7,29,L,S1,0.6869354362075969,3,3.0,-3.14018491736755e-16,0.0,0.0,0.015267175572519083,7.894656488549619,0,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.755,2,76.525
EMP00784,Customer Success,3,1.79,11514272,4.3,50,L,S2,0.8956285196764325,4,4.5,-1.0000000000000007,0.1909,0.0,0.007633587786259542,7.913740458015267,0,0.0,0.07,0.1304347826086956,0.0476190476190476,Information Broker,1,0.94,1,49.2
EMP00785,Customer Success,2,3.11,14866216,2.4,44,P,S1,1.1563568264906454,2,2.5,-1.0000000000000007,0.26115,0.0,0.04580152671755725,7.343893129770992,0,0.014685314685314685,0.0937,0.2608695652173913,0.0714285714285714,Central Connector,1,0.78,3,75.38
EMP00786,Customer Success,4,1.16,16150426,4.1,39,P,S1,1.2562480832938259,5,5.0,-1.0721261933235726e-15,0.52615,0.0,0.0,7.995419847328245,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.81,2,68.69999999999999
EMP00787,Customer Success,2,1.8,10424018,4.2,35,P,S2,0.8108239765762427,4,4.5,-1.0000000000000007,0.48324999999999996,0.0,0.022900763358778626,7.378625954198474,0,-0.00046620046620046707,0.0592,0.1304347826086956,0.0,Information Broker,1,0.75,1,77.93333333333334
EMP00788,Customer Success,1,5.77,9024088,3.3,31,L,S1,0.7019315313091318,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.007633587786259542,7.952290076335878,0,-0.015384615384615385,0.0372,0.1304347826086956,0.0,Information Broker,1,0.8099999999999999,1,83.23333333333333
EMP00789,Customer Success,1,2.53,11651172,2.8,27,L,S2,0.9062771776500937,3,3.5,-0.9999999999999998,-0.16515000000000002,1.0,0.06870229007633588,7.12175572519084,0,0.04428904428904429,0.0092,0.0,0.0,Information Broker,1,0.9,1,83.4
EMP00790,Customer Success,3,1.42,14987028,2.6,26,L,S3,1.165754092137935,3,3.5,-0.9999999999999998,-0.2023,1.0,0.026717557251908396,7.815648854961832,0,0.045454545454545456,0.0491,0.1739130434782608,0.0,Central Connector,1,0.762,2,76.9
EMP00791,Customer Success,1,4.3,9949091,4.3,42,L,S1,0.7738821563756804,5,5.0,-1.0721261933235726e-15,0.1909,0.0,0.0,8.028244274809161,0,0.0,0.1041,0.391304347826087,0.0,Central Connector,0,0.7166666666666668,1,72.5
EMP00792,Customer Success,1,5.07,8969015,3.7,43,P,S1,0.6976477216627954,3,3.5,-0.9999999999999998,0.0,0.0,0.03435114503816794,7.691221374045801,0,-0.015850815850815853,0.0497,0.1739130434782608,0.0,Central Connector,1,0.75,0,78.80000000000001
EMP00793,Customer Success,3,4.38,14641817,2.6,45,P,S1,1.1389021281660903,3,3.0,-3.14018491736755e-16,-0.10115,0.5,0.019083969465648856,7.772519083969466,1,-0.015617715617715619,0.0092,0.0,0.0,Central Connector,1,0.84,1,61.1
EMP00794,Customer Success,4,2.05,18503613,4.1,39,P,S1,1.4392888686193615,4,4.5,-1.0000000000000007,0.1909,0.0,0.011450381679389313,7.900381679389313,0,0.015151515151515152,0.1099,0.3478260869565217,0.0,Central Connector,0,0.835,3,81.85
EMP00795,Customer Success,2,3.4,10660547,2.8,38,L,S1,0.8292221973348409,4,4.0,-3.14018491736755e-16,-0.2143,1.0,0.007633587786259542,7.888549618320611,0,-0.03076923076923077,0.0384,0.1304347826086956,0.0,Information Broker,1,0.65,0,78.0
EMP00796,Customer Success,1,5.31,10024788,4.3,30,P,S1,0.7797701875125118,5,5.0,-1.0721261933235726e-15,0.52615,0.0,0.011450381679389313,7.893129770992366,0,-0.015384615384615385,0.0092,0.0,0.0,Information Broker,1,0.67,0,66.4
EMP00797,Customer Success,1,6.37,8973418,3.0,24,L,S1,0.6979902055273537,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.0,8.032442748091603,0,0.0,0.0648,0.1304347826086956,0.0358937544867193,Information Broker,1,0.7725,3,74.675
EMP00798,Customer Success,2,2.93,11422946,3.9,44,L,S1,0.8885247991643611,4,3.5,0.9999999999999996,0.0,0.0,0.026717557251908396,7.7958015267175576,0,-0.00023310023310023353,0.0384,0.1304347826086956,0.0,Information Broker,1,0.73,1,72.5
EMP00799,Customer Success,1,1.89,8946072,3.6,24,L,S1,0.6958631185956683,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.015267175572519083,7.8908396946564885,0,-0.00023310023310023353,0.0092,0.0,0.0,Information Broker,1,0.83,1,69.8
EMP00800,Customer Success,3,1.99,15933200,3.5,33,L,S1,1.2393513310879347,4,3.5,0.9999999999999996,-0.10115,0.5,0.015267175572519083,7.872519083969466,0,-0.03076923076923077,0.0092,0.0,0.0,Information Broker,1,0.9400000000000001,3,80.43333333333334
EMP00801,Customer Success,2,5.52,11766239,3.3,24,P,S1,0.9152275730266844,3,3.5,-0.9999999999999998,0.0,0.0,0.022900763358778626,7.830152671755725,2,-0.03076923076923077,0.0384,0.1304347826086956,0.0,Information Broker,1,0.86,1,87.9
EMP00802,Customer Success,3,3.07,13291703,4.1,30,P,S1,1.0338845809677588,5,5.0,-1.0721261933235726e-15,0.50525,0.0,0.026717557251908396,7.446946564885496,0,0.03006993006993007,0.1271,0.3043478260869565,0.1428571428571428,Central Connector,0,0.88,3,72.23333333333333
EMP00803,Customer Success,2,3.9,12429972,2.9,22,L,S2,0.9668555182628572,3,3.5,-0.9999999999999998,-0.10115,0.5,0.03435114503816794,7.743893129770993,0,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.8125,4,66.75
EMP00804,Customer Success,1,2.98,8744654,2.0,41,L,S1,0.6801959791381161,3,3.0,-3.14018491736755e-16,0.10600000000000001,0.5,0.030534351145038167,7.413740458015267,0,-0.04638694638694639,0.0425,0.1304347826086956,0.0,Information Broker,1,0.89,3,71.825
EMP00805,Customer Success,3,4.44,12521506,3.3,49,P,S1,0.9739754178900384,4,4.0,-3.14018491736755e-16,-0.2263,1.0,0.0,7.982442748091604,0,0.0,0.0092,0.0,0.0,Central Connector,1,0.74,0,89.8
EMP00806,Customer Success,1,5.74,11138174,3.1,27,L,S2,0.8663740348950006,3,3.5,-0.9999999999999998,0.08399999999999999,0.5,0.030534351145038167,7.370992366412214,2,-0.046153846153846156,0.0501,0.1304347826086956,0.0,Information Broker,1,0.795,1,75.6
EMP00807,Customer Success,2,1.65,13460871,3.1,48,P,S1,1.0470431797412307,4,3.5,0.9999999999999996,0.0,0.0,0.003816793893129771,7.984732824427481,0,-0.015384615384615385,0.0092,0.0,0.0,Information Broker,1,0.72,0,51.8
EMP00808,Customer Success,3,2.02,12298181,3.0,25,L,D3,0.9566042598040787,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.03435114503816794,7.7221374045801525,1,0.029836829836829837,0.0092,0.0,0.0,Central Connector,1,0.85,4,78.05
EMP00809,Customer Success,2,6.26,14230896,2.9,44,L,S1,1.1069389639353027,3,3.5,-0.9999999999999998,-0.2143,1.0,0.011450381679389313,7.886259541984733,1,-0.015384615384615385,0.089,0.2608695652173913,0.0,Central Connector,1,0.89,1,67.3
EMP00810,Customer Success,2,4.01,11641251,2.8,45,L,S2,0.9055054805298841,4,4.0,-3.14018491736755e-16,-0.2143,1.0,0.07251908396946564,7.130916030534351,0,-0.01631701631701632,0.0399,0.1304347826086956,0.0,Information Broker,1,0.91,3,65.16666666666667
EMP00811,Customer Success,1,2.29,9205316,3.6,51,L,S2,0.7160282076221388,3,3.0,-3.14018491736755e-16,-0.2263,1.0,0.03816793893129771,7.259541984732825,0,0.014685314685314685,0.0392,0.1304347826086956,0.0,Information Broker,1,0.8833333333333333,2,77.0
EMP00812,Customer Success,2,6.46,12823500,3.8,46,L,S1,0.9974657817768012,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.026717557251908396,7.813740458015268,0,-0.00023310023310023353,0.0725,0.2608695652173913,0.0,Central Connector,1,0.7,1,72.225
EMP00813,Customer Success,1,4.28,10442780,3.1,48,P,S1,0.8122833638728229,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.011450381679389313,7.888549618320611,0,-0.00023310023310023353,0.1103,0.391304347826087,0.0,Central Connector,0,0.7749999999999999,1,40.95
EMP00814,Customer Success,2,1.43,10345587,3.3,49,P,S1,0.804723283416767,4,3.5,0.9999999999999996,-0.2263,1.0,0.030534351145038167,7.7312977099236635,0,0.014685314685314685,0.1128,0.2608695652173913,0.1309523809523809,Central Connector,0,0.762,2,70.14
EMP00815,Customer Success,1,3.81,9026130,4.4,24,L,S1,0.7020903666603532,4,4.5,-1.0000000000000007,0.0,0.0,0.007633587786259542,7.919847328244275,0,-0.03076923076923077,0.0431,0.1304347826086956,0.0,Information Broker,1,0.75,0,75.9
EMP00816,Customer Success,2,2.66,13418456,5.0,44,L,S1,1.04374396259037,5,5.0,-1.0721261933235726e-15,0.12689999999999999,0.5,0.030534351145038167,7.4404580152671755,0,-0.015617715617715619,0.1022,0.391304347826087,0.0,Central Connector,0,0.85,3,69.83333333333333
EMP00817,Customer Success,3,1.17,15933080,1.0,23,L,S1,1.2393419969830637,3,3.0,-3.14018491736755e-16,-0.16445,0.5,0.05343511450381679,7.127480916030534,2,0.014685314685314685,0.0092,0.0,0.0,Central Connector,1,0.9199999999999999,3,74.93333333333334
EMP00818,Customer Success,1,4.55,11510790,3.3,32,L,S1,0.8953576750667591,4,3.5,0.9999999999999996,-0.064,0.5,0.03816793893129771,7.361068702290076,0,0.014685314685314685,0.0976,0.2608695652173913,0.1011904761904761,Central Connector,1,0.724,2,78.16
EMP00819,Customer Success,3,3.05,14101748,2.2,23,P,S3,1.096893289136308,2,1.5,0.9999999999999998,-0.1993,0.5,0.03816793893129771,7.286259541984733,1,0.014918414918414918,0.0392,0.1304347826086956,0.0,Information Broker,1,0.77,1,88.69999999999999
EMP00820,Customer Success,1,2.07,8808260,2.4,35,P,S2,0.6851435214249875,2,2.0,-1.570092458683775e-16,0.08399999999999999,0.5,0.03435114503816794,7.653435114503817,0,-0.0006993006993007006,0.0431,0.1304347826086956,0.0,Information Broker,1,0.7799999999999999,2,70.13333333333333
EMP00821,Customer Success,3,6.47,13815986,3.0,35,P,S1,1.0746655185017617,3,3.0,-3.14018491736755e-16,0.04684999999999999,0.5,0.05725190839694656,7.11145038167939,0,0.060372960372960374,0.0092,0.0,0.0,Information Broker,1,0.762,3,71.46000000000001
EMP00822,Customer Success,2,4.64,12966445,3.2,37,P,S2,1.008584645283339,3,3.0,-3.14018491736755e-16,0.0,0.0,0.015267175572519083,7.87442748091603,0,-0.00023310023310023353,0.0749,0.2608695652173913,0.0,Central Connector,1,0.765,1,81.3
EMP00823,Customer Success,2,5.05,11344293,3.7,38,L,S2,0.882406837910874,4,3.5,0.9999999999999996,-0.11315,0.5,0.026717557251908396,7.799236641221374,0,0.014685314685314685,0.0679,0.1304347826086956,0.0595238095238095,Information Broker,1,0.915,2,78.4
EMP00824,Customer Success,2,5.48,11582675,2.1,37,P,S1,0.900949192805522,3,2.5,0.9999999999999994,-0.37645,1.0,0.019083969465648856,7.848091603053434,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.8380000000000001,3,80.24
EMP00825,Customer Success,4,3.34,16531050,2.9,28,P,S1,1.2858546193973088,4,3.5,0.9999999999999996,-0.2143,1.0,0.007633587786259542,7.906488549618321,0,-0.015384615384615385,0.1697,0.5217391304347826,0.0,Central Connector,0,0.8766666666666666,3,88.60000000000001
EMP00826,Customer Success,3,3.53,13113429,4.7,32,P,S1,1.0200176792029927,5,4.5,0.9999999999999991,0.52615,0.0,0.015267175572519083,7.900381679389313,0,0.015151515151515152,0.089,0.3043478260869565,0.0,Central Connector,1,0.86,1,68.9
EMP00827,Customer Success,5,5.85,20760260,2.9,30,P,S1,1.6148203665761809,3,3.0,-3.14018491736755e-16,0.06885000000000001,0.5,0.061068702290076333,7.090839694656489,0,-0.0009324009324009341,0.0092,0.0,0.0,Information Broker,1,0.735,1,68.25
EMP00828,Customer Success,3,5.85,15045762,2.5,36,L,S1,1.170322669767044,3,3.0,-3.14018491736755e-16,0.06885000000000001,0.5,0.06870229007633588,7.089312977099237,0,0.04452214452214452,0.0431,0.1304347826086956,0.0,Central Connector,1,0.7675,1,79.975
EMP00829,Customer Success,1,1.65,11389163,1.3,48,P,S2,0.885897015290554,3,2.0,1.9999999999999996,0.04915,0.5,0.015267175572519083,7.846183206106869,1,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.73,1,67.9
EMP00830,Customer Success,2,1.62,11662064,4.2,22,L,S1,0.9071244032355511,4,4.5,-1.0000000000000007,0.52615,0.0,0.026717557251908396,7.775190839694656,0,0.0,0.0092,0.0,0.0,Central Connector,1,0.7000000000000001,1,66.93333333333334
EMP00831,Customer Success,6,6.13,23016638,3.3,29,P,S1,1.7903309405812478,3,3.5,-0.9999999999999998,-0.2263,1.0,0.022900763358778626,7.802290076335878,0,0.014918414918414918,0.0731,0.2608695652173913,0.0,Central Connector,1,0.8099999999999999,2,86.39999999999999
EMP00832,Customer Success,1,3.08,10048590,4.5,46,L,S1,0.7816216072136739,4,4.5,-1.0000000000000007,0.3818,0.0,0.0,7.983587786259541,0,0.0,0.0092,0.0,0.0,Central Connector,1,0.69,0,65.9
EMP00833,Customer Success,3,3.63,11482111,4.2,26,P,S1,0.8931269017867984,5,5.0,-1.0721261933235726e-15,0.52615,0.0,0.05725190839694656,7.212977099236641,1,0.07505827505827506,0.0092,0.0,0.0,Information Broker,1,0.8019999999999999,3,77.42
EMP00834,Customer Success,3,2.18,17087053,2.2,31,L,S1,1.329102871985545,1,1.5,-1.0,-0.16445,0.5,0.03435114503816794,7.673664122137405,0,0.014685314685314685,0.0431,0.1304347826086956,0.0,Information Broker,1,0.804,3,73.05999999999999
EMP00835,Customer Success,2,3.66,14780289,4.2,26,L,S2,1.1496730629135614,5,4.5,0.9999999999999991,0.33525,0.0,0.026717557251908396,7.782442748091603,1,-0.015850815850815853,0.0092,0.0,0.0,Information Broker,1,0.776,2,75.74
EMP00836,Customer Success,2,3.93,7496391,5.0,22,L,S2,0.5831008312332496,5,5.0,-1.0721261933235726e-15,0.1909,0.0,0.022900763358778626,7.859541984732823,0,-0.00046620046620046707,0.0408,0.1304347826086956,0.0,Central Connector,1,0.8075,2,67.85
EMP00837,Customer Success,2,3.99,11619227,4.6,22,P,S1,0.9037923611492273,4,4.0,-3.14018491736755e-16,0.1909,0.0,0.0,8.028625954198473,0,0.0,0.0092,0.0,0.0,Central Connector,1,0.88,1,84.1
EMP00838,Customer Success,2,4.21,14765410,5.0,30,L,S1,1.1485157116937652,5,4.5,0.9999999999999991,0.33525,0.0,0.019083969465648856,7.8770992366412225,0,0.030303030303030304,0.0092,0.0,0.0,Information Broker,1,0.8999999999999999,2,90.6
EMP00839,Customer Success,1,4.09,9591117,2.3,39,L,D3,0.7460374325665979,1,2.0,-2.0,-0.10730000000000003,0.5,0.03435114503816794,7.3606870229007635,0,-0.015617715617715619,0.0092,0.0,0.0,Information Broker,1,0.64,0,83.8
EMP00840,Customer Success,3,1.83,13082015,3.0,44,P,S2,1.0175741661161806,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.03435114503816794,7.661450381679389,1,-0.00046620046620046707,0.1887,0.5217391304347826,0.1488095238095238,Central Connector,0,0.665,1,88.2
EMP00841,Customer Success,3,2.43,12923548,3.8,23,L,S1,1.0052479361445796,4,4.0,-3.14018491736755e-16,-0.17715,1.0,0.026717557251908396,7.511068702290077,0,-0.03076923076923077,0.1286,0.2608695652173913,0.0833333333333333,Central Connector,0,0.7366666666666667,1,77.83333333333333
EMP00842,Customer Success,2,1.19,11649081,2.5,29,P,S1,0.9061145308727167,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.030534351145038167,7.742748091603053,0,-0.016083916083916086,0.0392,0.1304347826086956,0.0,Information Broker,1,0.935,2,80.8
EMP00843,Customer Success,1,3.1,9777606,3.1,46,L,S1,0.7605433315939909,4,4.0,-3.14018491736755e-16,-0.11315,0.5,0.026717557251908396,7.801908396946565,0,0.015151515151515152,0.0092,0.0,0.0,Information Broker,1,0.8575,3,76.7
EMP00844,Customer Success,3,5.98,16839134,2.9,32,P,S1,1.3098186891062746,3,3.5,-0.9999999999999998,-0.2023,1.0,0.03435114503816794,7.7206106870229005,1,0.014685314685314685,0.0696,0.2608695652173913,0.0,Central Connector,1,0.86,1,66.0
EMP00845,Customer Success,2,1.54,10240329,3.6,24,L,S1,0.796535873329173,3,3.0,-3.14018491736755e-16,0.05685000000000001,0.5,0.05725190839694656,7.229007633587786,0,-0.00046620046620046707,0.0446,0.1304347826086956,0.0119047619047619,Information Broker,1,0.784,3,71.16
EMP00846,Customer Success,5,6.31,18860176,2.8,42,P,S1,1.4670238389120025,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.026717557251908396,7.819083969465648,0,0.06060606060606061,0.0092,0.0,0.0,Central Connector,1,0.855,1,65.9
EMP00847,Customer Success,2,3.18,9289909,4.1,23,P,S1,0.7226082070667401,5,4.5,0.9999999999999991,0.3818,0.0,0.026717557251908396,7.755725190839694,0,-0.04638694638694639,0.0392,0.1304347826086956,0.0,Information Broker,1,0.756,3,72.46000000000001
EMP00848,Customer Success,2,5.59,12478847,3.6,26,L,S1,0.9706572213926066,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.03435114503816794,7.764885496183206,0,0.029836829836829837,0.0092,0.0,0.0,Central Connector,1,0.5,0,77.2
EMP00849,Customer Success,3,4.74,14917635,4.0,32,L,S1,1.1603564126436599,4,4.5,-1.0000000000000007,0.0,0.0,0.0,8.00267175572519,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.71,0,82.7
EMP00850,Customer Success,2,4.76,14050694,3.3,50,P,S2,1.0929220942189426,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.011450381679389313,7.943511450381679,0,0.015151515151515152,0.0392,0.1304347826086956,0.0,Central Connector,1,0.782,2,78.03999999999999
EMP00851,Customer Success,1,3.01,10750802,3.1,46,P,S2,0.8362426109609388,4,4.0,-3.14018491736755e-16,-0.10115,0.5,0.003816793893129771,7.95381679389313,0,0.0,0.0396,0.1304347826086956,0.0,Central Connector,1,0.7649999999999999,1,84.05
EMP00852,Customer Success,4,3.13,17971468,5.0,45,P,S1,1.397896391647894,4,4.5,-1.0000000000000007,0.12689999999999999,0.5,0.04961832061068702,7.2522900763358775,0,-0.015850815850815853,0.0819,0.2608695652173913,0.0,Central Connector,1,0.8625,4,74.375
EMP00853,Customer Success,1,4.96,9075041,4.2,23,P,S2,0.7058948700215638,4,4.0,-3.14018491736755e-16,0.33525,0.0,0.026717557251908396,7.79351145038168,0,0.030303030303030304,0.0092,0.0,0.0,Information Broker,1,0.73,1,73.125
EMP00854,Customer Success,2,5.03,14056801,4.4,25,L,S2,1.093397122372669,5,4.5,0.9999999999999991,0.34,0.0,0.05343511450381679,7.274427480916031,0,-0.046620046620046623,0.1083,0.391304347826087,0.0119047619047619,Central Connector,0,0.94,1,63.3
EMP00855,Customer Success,3,2.19,19374179,4.9,27,P,S2,1.5070051547953902,5,5.0,-1.0721261933235726e-15,0.1909,0.0,0.019083969465648856,7.847709923664122,0,-0.00023310023310023353,0.0092,0.0,0.0,Information Broker,1,0.8160000000000001,3,76.56
EMP00856,Customer Success,4,2.02,18676503,3.8,30,P,S3,1.452736980212249,3,3.5,-0.9999999999999998,0.04684999999999999,0.5,0.026717557251908396,7.485114503816794,0,-0.015850815850815853,0.091,0.2608695652173913,0.0714285714285714,Central Connector,1,0.7025,1,68.475
EMP00857,Customer Success,2,5.3,12756520,4.5,37,L,S1,0.9922557955746404,4,4.0,-3.14018491736755e-16,0.0,0.0,0.03435114503816794,7.692366412213741,0,0.04498834498834499,0.0092,0.0,0.0,Information Broker,1,0.82,1,59.1
EMP00858,Customer Success,4,1.89,22328760,3.6,38,L,S1,1.7368248956608234,4,3.5,0.9999999999999996,0.17,0.0,0.022900763358778626,7.438931297709924,0,-0.015617715617715619,0.0718,0.2608695652173913,0.0,Central Connector,1,0.765,1,84.95
EMP00859,Customer Success,2,2.36,12760975,3.8,46,L,S1,0.9926023242179761,4,3.5,0.9999999999999996,0.10600000000000001,0.5,0.0648854961832061,7.119083969465649,0,0.014452214452214451,0.0416,0.1304347826086956,0.0,Information Broker,1,0.88,1,51.35
EMP00860,Customer Success,1,6.23,8278521,2.5,48,P,D3,0.6439381932561833,3,3.0,-3.14018491736755e-16,0.04684999999999999,0.5,0.061068702290076333,7.206106870229007,1,-0.016083916083916086,0.0379,0.1304347826086956,0.0,Central Connector,1,0.784,3,79.38
EMP00861,IT Infrastructure,3,3.36,17577181,3.3,22,L,D3,1.070135640076439,4,3.5,0.9999999999999996,-0.2263,1.0,0.007633587786259542,7.912595419847328,0,0.0,0.0092,0.0,0.0,Information Broker,1,0.8566666666666668,2,63.20000000000001
EMP00862,IT Infrastructure,3,1.66,20231032,3.9,47,L,S2,1.2317076543005914,3,3.0,-3.14018491736755e-16,-0.064,0.5,0.04580152671755725,7.172137404580153,1,0.014452214452214451,0.0379,0.1304347826086956,0.0,Information Broker,1,0.915,2,88.0
EMP00863,IT Infrastructure,3,3.89,14833926,4.0,36,L,S1,0.9031205228447344,5,5.0,-1.0721261933235726e-15,0.17,0.0,0.0648854961832061,7.1679389312977095,0,-0.031701631701631705,0.0092,0.0,0.0,Information Broker,1,0.91,3,81.03333333333333
EMP00864,IT Infrastructure,3,1.8,14867684,3.8,40,L,S1,0.9051757806780412,4,3.5,0.9999999999999996,-0.2143,1.0,0.022900763358778626,7.856488549618321,1,0.045454545454545456,0.0092,0.0,0.0,Information Broker,1,0.7975,2,77.7
EMP00865,IT Infrastructure,1,5.11,15661335,3.0,27,P,S1,0.9534949179095634,4,4.0,-3.14018491736755e-16,-0.2023,1.0,0.015267175572519083,7.862977099236641,0,0.045454545454545456,0.0421,0.1304347826086956,0.0,Information Broker,1,0.91,2,54.75
EMP00866,IT Infrastructure,3,1.31,17299759,3.4,33,P,S1,1.0532456069396532,3,3.5,-0.9999999999999998,-0.10115,0.5,0.0,7.966793893129772,0,0.0,0.0421,0.1304347826086956,0.0,Central Connector,1,0.8175,2,73.425
EMP00867,IT Infrastructure,2,1.48,16127233,4.4,44,L,S1,0.9818597651760468,4,4.5,-1.0000000000000007,0.27125,0.5,0.04961832061068702,7.235877862595419,1,-0.0006993006993007006,0.0421,0.1304347826086956,0.0,Central Connector,1,0.7033333333333333,1,73.2
EMP00868,IT Infrastructure,1,1.79,11616111,4.5,42,L,S1,0.7072131976216189,4,4.5,-1.0000000000000007,0.1909,0.0,0.026717557251908396,7.803053435114504,1,-0.015617715617715619,0.0431,0.1304347826086956,0.0,Information Broker,1,0.7849999999999999,1,93.15
EMP00869,IT Infrastructure,3,1.29,19033708,3.2,25,L,S1,1.1588120582935364,4,3.5,0.9999999999999996,0.0,0.0,0.030534351145038167,7.803053435114504,1,0.045454545454545456,0.0379,0.1304347826086956,0.0,Information Broker,1,0.65,0,89.7
EMP00870,IT Infrastructure,2,2.55,15502503,2.8,50,L,D3,0.9438248926657761,3,3.0,-3.14018491736755e-16,-0.2143,1.0,0.030534351145038167,7.802290076335878,0,-0.031002331002331004,0.0431,0.1304347826086956,0.0,Information Broker,1,0.72,1,85.85
EMP00871,IT Infrastructure,1,3.58,13446473,3.4,41,P,S1,0.8186494746015051,3,3.0,-3.14018491736755e-16,-0.2263,1.0,0.015267175572519083,7.881297709923665,0,-0.015384615384615385,0.1363,0.4347826086956521,0.0,Central Connector,0,0.9,3,76.66666666666667
EMP00872,IT Infrastructure,1,5.22,10503305,3.1,46,L,S1,0.6394632346957719,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.019083969465648856,7.894274809160306,0,-0.015384615384615385,0.048,0.1304347826086956,0.0,Information Broker,1,0.74,0,86.6
EMP00873,IT Infrastructure,2,3.84,14267002,2.7,23,L,S1,0.8686050008384073,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.030534351145038167,7.7477099236641225,1,-0.031002331002331004,0.0092,0.0,0.0,Information Broker,1,0.84,2,80.2
EMP00874,IT Infrastructure,2,2.58,12577125,3.4,48,P,S1,0.7657217452671383,3,3.5,-0.9999999999999998,-0.11315,0.5,0.022900763358778626,7.788931297709924,0,0.06060606060606061,0.0873,0.1304347826086956,0.119047619047619,Central Connector,1,0.84,1,81.7
EMP00875,IT Infrastructure,1,4.11,14778158,1.8,33,L,S1,0.8997252500546447,2,2.5,-1.0000000000000007,0.08399999999999999,0.5,0.0,7.980534351145039,0,0.0,0.0421,0.1304347826086956,0.0,Central Connector,1,0.84,1,61.0
EMP00876,IT Infrastructure,2,6.44,14771837,2.9,34,L,S1,0.899340414318987,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.007633587786259542,7.927862595419847,0,-0.015384615384615385,0.0092,0.0,0.0,Central Connector,1,0.722,2,73.7
EMP00877,IT Infrastructure,2,1.2,13282318,2.6,43,L,S1,0.8086553739549481,4,3.5,0.9999999999999996,-0.2143,1.0,0.003816793893129771,8.038167938931299,0,-0.015384615384615385,0.0092,0.0,0.0,Information Broker,1,0.8460000000000001,4,72.38
EMP00878,IT Infrastructure,3,3.97,19042428,2.9,36,L,S3,1.1593429501800947,3,3.0,-3.14018491736755e-16,-0.2023,1.0,0.05725190839694656,7.130534351145038,1,-0.031235431235431238,0.0392,0.1304347826086956,0.0,Information Broker,1,0.8625,3,70.92500000000001
EMP00879,IT Infrastructure,3,1.36,17991224,2.8,37,L,D3,1.095343446198716,3,3.0,-3.14018491736755e-16,-0.11315,0.5,0.022900763358778626,7.794274809160305,0,0.014918414918414918,0.0092,0.0,0.0,Information Broker,1,0.725,1,74.15
EMP00880,IT Infrastructure,2,1.87,17513049,4.6,47,L,S1,1.0662311494263523,5,5.0,-1.0721261933235726e-15,0.1909,0.0,0.003816793893129771,7.938549618320611,0,0.015151515151515152,0.0431,0.1304347826086956,0.0,Information Broker,1,0.8325,3,90.85
EMP00881,IT Infrastructure,1,3.11,11049276,2.6,27,L,S1,0.6727030941219321,4,3.5,0.9999999999999996,0.0,0.0,0.0,8.022519083969465,0,0.0,0.0405,0.1304347826086956,0.0,Information Broker,1,0.825,1,79.8
EMP00882,IT Infrastructure,4,4.6,19894122,4.8,25,P,S1,1.211195866972569,5,5.0,-1.0721261933235726e-15,0.33525,0.0,0.011450381679389313,7.892366412213741,1,-0.00023310023310023353,0.0092,0.0,0.0,Information Broker,1,0.736,2,80.62
EMP00883,IT Infrastructure,1,6.28,11067350,2.2,46,P,S2,0.673803477144599,2,2.0,-1.570092458683775e-16,-0.14215000000000003,0.5,0.003816793893129771,7.987022900763359,0,0.0,0.1059,0.2608695652173913,0.0,Central Connector,0,0.725,0,58.2
